name,meaning,gender
Atvar,One of the names of Lord Ganesh; One who is Knowledgeable,Boy
Atvi,Energy; Power; Strength; Might,Boy
Audvik,One of names of Lord Shiva; Light of Lord Shiva which Never Diminishes,Boy
Aum,The Sacred Syllable; Name of God in its unmanifested form,Boy
Aurav,God of Dawn; Goddess of Dawn,Boy
Aurva,Name of a Rishi; Grandson of Rishi Bhrigu; Sanskrit - Born of the thigh,Boy
Avadh,One who never dies; Powerful,Boy
Avadhesh,King Dasaratha; King of Ayodhya,Boy
Avadhoot,God Dattatreya; Name of Lord Dutta; Sanskrit meaning is Ascetic,Boy
Avalok,One who Beholds,Boy
Avalur,It is a Surname and its meaning is not known,Boy
Avaneesh,Master of the Earth; Lord of the whole world,Boy
Avanindra,King of the Earth; Lord of the earth;,Boy
Avanish,God of the Earth; Lord of the earth;,Boy
Avashesh,Remainder; Something that remains,Boy
Avasyu,One of many names of Lord Indra,Boy
Avatar,Incarnation; Descending,Boy
Avdhut,Name of Lord Dutta; Sanskrit meaning is Ascetic,Boy
Aveekshith,Vayu Deva; One of the many names of Lord Shiva,Boy
Ayaan,They are inclined towards God,Boy
Ayan,"Arabic - Time, Era; Sanskrit - Halting, Name of Lord Ganesh; Urudu - God's Gift; Persian - Inspiration",Boy
Ballabh,"A variant of Vallabh, meaning beloved.",Boy
Bamadhaj,"An efficient, honest and creative person",Boy
Banaful,Wild flower,Boy
Bandhu,friend,Boy
Banduka,He who is outstanding,Boy
Baneet,Polite,Boy
Banikant,One who controles destiny,Boy
Banister,"Root from the French word bath meaning keeper of the bath. Also (probably most often) a variant of Bannister, an English occupational surname meaning ""basket weaver.""",Boy
Banke,Lord Krishna,Boy
Banke Bihari,Krishna,Boy
Bankebihari,Hindu Lord Krishna,Boy
Bankim,not straight,Boy
Bankimchandra,crescent moon,Boy
Banshi,Instrument played by lord Krishna,Boy
Banshidhar,Krishna,Boy
Bansi,Bansi is Flute,Boy
Bansilal,Lord Krishna,Boy
Bansuri,Flute; Lord Krishna; Flash of Lightning,Boy
Banwari,Lord Krishna,Boy
Barindra,"Ocean, sea",Boy
Barketram,Hindu name for Boys,Boy
Barun,Lord of the sea,Boy
Basak,Garland of Flowers,Boy
Basant,season of spring,Boy
Basanta,Spring,Boy
Basav,Lord Of Bulls,Boy
Basdev,fire,Boy
Bashvith,A Flower,Boy
Basu,"Name of Lord Surya, Wealthy",Boy
Basudeb,Father of Krishna,Boy
Basudev,"Fire, flames, blaze",Boy
Baswanth,Indian name for Boys,Boy
Batsa,Batsa is the Nepali variant of Vatsa and means son.,Boy
Batsal,"A variant of Vatsal, meaning love or affection.",Boy
Batuk,"Boy, young man, youngster",Boy
Beddhu,A birth,Boy
Beerud,Indian name for Boys,Boy
Benaka,Name of Lord Ganesh,Boy
Bhabha,Singh,Boy
Bhadanta,Term of Respect Applied to a Buddhist Mendicant,Boy
Bhadra,"Auspicious, promising",Boy
Bhadrak,"Handsome, attractive",Boy
Bhadrakapil,Hindu Lord Shiva,Boy
Bhadraksh,one with beautiful eyes,Boy
Bhadrashree,Sandalwood Tree,Boy
Bhadresh,Lord Shiva,Boy
Bhadrik,"Nobel, Shankar",Boy
Bhadveer,One who is stronger than others,Boy
Bhagadatta,"King of Pragjyotisha, a Kaurava ally.",Boy
Bhagat,"Devotee, follower",Boy
Bhagavaan,the lord,Boy
Bhagavan,Of Great Fortune; King; Lord,Boy
Bhagawan,"Translated as ""Lord"" and refers to God.",Boy
Bhageerath,A King of Suryavamsha who Brought River Ganga from Heavens to Earth,Boy
Bhagesh,Lord of richness,Boy
Bhagirath,name of an ancient king,Boy
Bhagwant,fortunate,Boy
Bhagyaraj,lord of luck,Boy
Bhairav,Lord Shiva,Boy
Bhajan,"Adoration, love, high regard",Boy
Bhakti,"devotion, prayer",Boy
Bhamhanand,Happiness For Knowledge,Boy
Bhanap,To be born,Boy
Bhanu,sun,Boy
Bhanudas,a devotee of the sun,Boy
Bhanuj,Saturn; Son of Sun,Boy
Bhanumitra,"friend of sun , Planet Mercury",Boy
Bhanuprakash,"sun light, sunshine, rays",Boy
Bhanuprasad,gift of sun,Boy
Bhanwar,Sweet,Boy
Bharadwaj,a sage,Boy
Bharadwaja,"A rishi, father of Yavakrida.",Boy
Bharat,"India, universal monarch",Boy
Bhargav,Hindu Lord Shiva,Boy
Bhargava,Lord Shiva,Boy
Bhargyaraj,Almghty,Boy
Bhartesh,King of bharat,Boy
Bhasheer,intelligent and discerning,Boy
Bhashkar,The Sun,Boy
Bhasin,Shining; Brilliant,Boy
Bhaskar,a name of Sun,Boy
Bhaswar,shining,Boy
Bhaumik,lord of earth,Boy
Bhav-bhooti,the universe,Boy
Bhavan,palace,Boy
Bhavesh,lord of the world,Boy
Bhavin,living,Boy
Bhavya,Bhavya is Large And Elegant,Boy
Bhawanidas,devotee of Durga,Boy
Bheesham,strong,Boy
Bheeshma,A Character of Mahabharata; Son of King Shantanu,Boy
Bheresh,A Boy of friendly personality,Boy
Bheru,Friend,Boy
Bhim,One of Pandavas,Boy
Bhintuna,Wishes,Boy
Bhishak,The Healer; Vishnu; Who Cures the Disease of Birth and Death Cycles,Boy
Bhishma,Teacher of Kauravas,Boy
Bhishmak,Raja of Kundalpur and father of Rukmini.,Boy
Bhismasvaraja,Not Affected by Noise Sound,Boy
Bhojraj,An Ancient King,Boy
Bholanath,Lord Shiva,Boy
Bhoopendra,king of the earth,Boy
Bhooshan,ornaments,Boy
Bhooshit,decorated,Boy
Bhoumik,land owner,Boy
Bhramar,black bee,Boy
Bhramatej,Power; Glow and Nature of Brahma; Bhramgyan Self Realisation; Knowledge of God; Bhramhanand Ecstasy; Supreme Bliss,Boy
Bhrigu,name of a saint,Boy
Bhrihadbanu,Son of Krishna and Satyabhama; Bhringaraj a Bee,Boy
Bhudev,lord of the earth,Boy
Bhudhara,Supporter of the Earth; Lord Krishna; Shiva,Boy
Bhugarbha,Womb of the Earth; Who Keeps Secrets,Boy
Bhujaketu,Holding a Banner; With a Victorious Arm,Boy
Bhujang,Serpent; Shiva; King of the Earth,Boy
Bhujanga,Snake,Boy
Bhuji,Granting Favours; Patron,Boy
Bhujyu,With a Desire to Enjoy,Boy
Bhulpreet,Unforgettable Love,Boy
Bhuman,Earth,Boy
Bhumanyu,One who is Accepted by All; Devotee of the Earth; Grandson of Dushyant,Boy
Bhumat,Possessing the Earth,Boy
Bhumidhar,Lord of the Earth,Boy
Bhumija,Produced from the Earth,Boy
Bhuminder,Lord of the Earth,Boy
Bhumindra,Lord of the globe,Boy
Bhuminjaya,"Another name of prince Uttara's son of Virata who had proceeded to fight the Kaurava armies, with Brihannala as his charioteer.",Boy
Bhumipati,Lord of the Earth,Boy
Bhumisaya,Sleeping on the Earth,Boy
Bhumitra,Friend of the Earth; A Ruler,Boy
Bhumya,Belonging to the Earth,Boy
Bhunayaka,Leader of the world,Boy
Bhunetri,Leader of the Earth,Boy
Bhup,Kind,Boy
Bhupa,Protector of the Earth,Boy
Bhupad,Firm,Boy
Bhupal,king,Boy
Bhupala,Guardian of the Earth,Boy
Bhupati,"King, emperor",Boy
Bhupen,"King, Ruler",Boy
Bhupendra,king of kings,Boy
Bhupesh,"King, sovereign",Boy
Bhupinderjeet,Victory of Supreme God,Boy
Bhupraj,Kingdom of Kings,Boy
Bhuputra,Son of the Earth,Boy
Bhuribala,Very Strong,Boy
Bhurida,One who Denotes in Abundance,Boy
Bhurisravas,"Bhurisravas was a prince of the Balhikas and an ally of the Kauravas, who was killed in the great battle of the Mahabharata.",Boy
Bhurivasu,One who has a Lot of Wealth,Boy
Bhusakra,Indra of the Earth; Much Renowned,Boy
Bhusana,Embellishment; Precious,Boy
Bhushan,ornament,Boy
Bhushanjeet,Victory over Ornaments,Boy
Bhusnu,Growing; Thriving,Boy
Bhuta,Past,Boy
Bhutadi,One who is an originator of all the beginings,Boy
Bhutansa,Part of Existence,Boy
Bhutapala,Protector of Living Beings; Spirits,Boy
Bhutesa,Lord of All Living-beings; Lord Vishnu; Siva; Brahma,Boy
Bhutikrt,Causing Welfare,Boy
Bhutiraja,Lord of Existence,Boy
Bhuttab,"A pleasant, happy natured and gorgeous human",Boy
Bhuumka,One who is well maintained and optimistic human,Boy
Bhuva,The Upper World,Boy
Bhuvan,the world,Boy
Bhuvanesa,Lord of the Earth,Boy
Bhuvanesh,lord of the world,Boy
Bhuvaneshwar,lord of the Planet,Boy
Bhuvanyu,Possessing the Earth; Another Name for Sun; Fire; Moon,Boy
Bhuvapati,Lord of the Atmosphere,Boy
Bhuvik,He who is a divine and heavenly Boy,Boy
Bibek,"Conscience, ethics",Boy
Bibhatsu,One of Arjuna's name meaning a hater of unworthy acts.,Boy
Bibhishan,Brother Of Lankeshwar Rawan & Kumbhakarna,Boy
Bibin,Like To Think,Boy
Bibrata,syuckdumb,Boy
Bichu,The Great Person,Boy
Bidaujas,Light of the People,Boy
Bidhan,Rules & Regulation,Boy
Bidhu,Moon,Boy
Bidula,Spotted; Variegated,Boy
Bidyut,Lightining; Full of Knowledge,Boy
Biini,A man of modest nature,Boy
Bijal,lightning,Boy
Bijan,lonely place,Boy
Bijender,Brave,Boy
Bijit,Always to Win,Boy
Bijita,Defeated,Boy
Bijitha,May be Vi-jai-tha(Victory in Hindi),Boy
Bijli,Lightening,Boy
Bikasa,Development; Expansion,Boy
Bikash,Prosper,Boy
Bikramaditya,King,Boy
Bikramjeet,Victory for Valour,Boy
Bikrampal,Protector of Valour,Boy
Bikrampreet,Love for Valour,Boy
Bikshapathi,Lord Shiva,Boy
Bilochan,Eye,Boy
Bilvaka,Living in a Cave,Boy
Bimal,"One who is pure, clean and untanted",Boy
Biman,"Sky,Aeroplane",Boy
Bimb,Halo; name provided to the baby child,Boy
Bimbisar,King of the Gupta Dynasty,Boy
Binayak,Lordganesha,Boy
Bindusar,an excellent pearl,Boy
Binod,happiness,Boy
Bipashwi,Incarnation of Lord Buddha,Boy
Bipin,forest (Vipin),Boy
Bir,Courageous,Boy
Birbal,Brave heart,Boy
Birendra,King of Warriors,Boy
Birinchi,The one who overules the fortune.,Boy
Birju,Nice Singer,Boy
Bisaj,Lotus,Boy
Bishen,"He who is a supreme God, the God of all Gods",Boy
Bisheswar,Lord Shiva,Boy
Bishwajit,One who won over the whole world,Boy
Bishwamba,He who is an ultimate winner,Boy
Bismay,wonder,Boy
Bismeet,A person of brave heart and happy nature,Boy
Biswa,World,Boy
Biswajeet,Victory on the World,Boy
Biswamitra,Prophet,Boy
Biswanath,Lord Shiva,Boy
Biswaroop,Another name of Lord Vishnu,Boy
Bithika,Path between trees,Boy
Bitthal,Name of lord Vishnu who gives fortune,Boy
Bivash,Ragini,Boy
Bivhuti,Holy ash,Boy
Bix,Short form of Bismark.,Boy
Bjupinder,"He who is an ultimate king, the king of kings",Boy
Bkhaumik,He who is the Lord of the earth,Boy
Bodh,A person who is of understanding and compassionate nature,Boy
Bodha,He who is understanding,Boy
Bodhamaya,One who has pure knowledge and wisdom,Boy
Bodhendra,He who is the Lord of intelligence,Boy
Bodhi,A Boy who is awaken and enighted,Boy
Bodhin,One who posseses supreme knowledge and an enlighted mind,Boy
Bodhpreet,To have love for the one who is learned and enlighted,Boy
Bogli,One who is a Pond-heron,Boy
Boovanesh,A person who is dearly loved by God,Boy
Bopanna,"One who is a warrior, a soldier",Boy
Boppana,He who is a soldier,Boy
Boran,Ancient,Boy
Borey,Country or great city,Boy
Boudhayana,someone who possesses the focus of Lord Buddha,Boy
Boudik,A stable minded person with a stron heart,Boy
Bourey,Country or great city. A variant of the name Borey.,Boy
Brahamjeet,The triumph or victory of God against devil,Boy
Brahampal,One who is the fosterer of the God,Boy
Brahampreet,One who loves the Supreme God with all his might,Boy
Brahamvir,One who is the God's warrior,Boy
Brahma,"In Sanskrit, it means ""prayer"". It is also the name of a Hindu God, also known as the ""Creator""",Boy
Brahmadatta,"In Indian mythology, he is the king of a city named Banaras or Varanasi",Boy
Brahmadya,Begins or originates with Brahma,Boy
Brahmagha,The month of God. The month in which prayers and functions of God are performed,Boy
Brahmapri,One who is the devotee of lord Brahma,Boy
Brahmastra,An indestructable weapon given by Lord Brahma,Boy
Brahmasu,One who is the son of Brahma,Boy
Brahmavid,Knowing the Super Spirit; A sage name,Boy
Brahmayuj,Make wishes through prayers to the God,Boy
Brahmayus,One who lives as long as Brahma,Boy
Brahmbhagat,A devotee of the Lord,Boy
Brahmcari,One who is dedicated for the worship of Lord Brahma,Boy
Brahmchet,One who is aware of God and believes in his powers,Boy
Brahme,One who prays a lot,Boy
Brahmjeet,God's victory against evil,Boy
Brahmnaam,The name of God,Boy
Brahmraaj,The kingdom of God; the palace of God,Boy
Brahmsroop,One who has an appearance like God,Boy
Brahmtej,lustrous and powerful like God,Boy
Brahmtek,Supporter and believer of God,Boy
Brahmveer,Warrior of God; one who fights for God against evil,Boy
Brajamani,"A precious, beautiful jewel or ornament",Boy
Brajendra,One who is the Lord of kingdom Braj,Boy
Bramhaghosh,The sound of a prayer or hymn,Boy
Bratya,To get rid of something or someone,Boy
Brbutska,One who is generous and virtuous,Boy
Brgala,"A fragment, a piece of something",Boy
Brhadagni,A might of the fire,Boy
Brhadasva,A strong one with mighty horses,Boy
Brhadatma,One with a great and wise soul,Boy
Brhadgru,The great teacher or mentor,Boy
Brhadiksu,An insightful person,Boy
Brhadraja,The great king or emperor,Boy
Brhadvisa,The great protector,Boy
Brhajjana,An illustrious person,Boy
Brhaka,"A mature, full grown man",Boy
Brhat,A tall and mighty man,Boy
Brhatka,An Indian name,Boy
Brhatsena,A comander of huge army,Boy
Brihadaswa,A name of the character in Mahabharat,Boy
Brihadratha,A name of a powerful hero,Boy
Brihadyumna,A disciple of Sage Raibhya. Also means a King,Boy
Brihant,One who destroys the powerful one,Boy
Brihatbala,"A darring, brave warrior from Indian mythology",Boy
Brij Kishor,A name of Lord Krishna,Boy
Brij Mohan,Lord Krishna's place,Boy
Brijender,A name of Lord Brij,Boy
Brijendra,One who is the Lord of Braj Land,Boy
Brijesh,"The Lord of Brij, meaning Lord Krishna",Boy
Brijkishor,A name of Lord Krishna,Boy
Brijraja,A ruler of the nature,Boy
Brishketu,A Hindi name for Boys,Boy
Brja,He who is like a nature,Boy
Brjaraja,The Lord Brja,Boy
Brjesa,A name of Lord Brja,Boy
Brugnath,A Telugu Boy name,Boy
Bruhat,A name of Lord Vishnu,Boy
Bubhutsu,One who is desired by all,Boy
Buburam,One who is a gentleman,Boy
Budda,An enlightened person,Boy
Buddhadev,A person who is very wise,Boy
Buddhadeva,A wise person,Boy
Buddhanandi,One who loves knowledge,Boy
Buddhapriya,One who is loved by Buddha,Boy
Budhasuta,Son of the one who is enlighted,Boy
Budhil,"An academic, a learned person",Boy
Budhjeet,An awakened girl,Boy
Budhjiwan,To live life wisely,Boy
Budhleen,One who is submerged in wisdom,Boy
Budrika,A learned and enlightened man,Boy
Bukka,One of sincere nature,Boy
Bukkhazariah,A name with immence power,Boy
Bukthi,One with good knowledge,Boy
Bulwinder,A king who has great power,Boy
Bunroeun,Country,Boy
Burjiz,A hindi Boys name,Boy
Bursuq,A man with a badger face,Boy
Bursuq = NA,He has a face of a badger,Boy
Buta,One who is like a plant,Boy
Buvdeep,A Hindi name for Boys,Boy
BÃ¯Â¿Â½la,distinguished'; or a diminutive of a Slavic name. It was name of many Hungarian Kings.,Boy
Cadrasva,A Hindi name for Boys,Boy
Caha,"One with charms, a desired man",Boy
Caidya,An intelligent administrator,Boy
Caka,A person who shines with content,Boy
Cakaraka,A content Boy,Boy
Cakarpala,He is content,Boy
Cakora,A shinning and content one,Boy
Cakra,A wheel or a circle. Also means Sun,Boy
Cakrabhrt,Another name for Lord Vishnu,Boy
Cakrabhuj,A disc holder,Boy
Cakradeva,A Discus's King,Boy
Cakradhara,A name of Lord Vishnu,Boy
Cakradrsa,A Boy with round eyes,Boy
Cakraki,One who has the Discus,Boy
Cakrasena,A leader of the army,Boy
Cakravaka,A round mouthed Boy,Boy
Cakravala,A circle of leaders,Boy
Cakravana,"One who has the Cakra, also he who worshipps Vishnu",Boy
Cakravat,An Emperor of the Discus,Boy
Cakravata,A forceful man,Boy
Cakresa,He is the Lord of the Discus,Boy
Cakrika,He who bears the Discus,Boy
Cakrin,A man with a Discus,Boy
Caksana,One who has soothing eyes,Boy
Caksas,One with a radiating look,Boy
Caksu,One with beautiful eyes,Boy
Caksus,He has the eyes of the Sun,Boy
Caksusa,One who is clairvoyant,Boy
Caksusya,One who is very pleasing to look at,Boy
Calapati,One who is the Lord of moving,Boy
Camaraja,He leads the army,Boy
Camarvala,One with fine hair,Boy
Camas,To go in circle,Boy
Camasa,Something circular,Boy
Camikara,A golden Boy,Boy
Campa,He is a soothing man,Boy
Campaka,A champaka tree,Boy
Campat,One who fell from glory,Boy
Campeya,A Kovidare tree's fruit,Boy
Canaka,"A bean sort, Chickpea",Boy
Canakya,One who is a great scholar,Boy
Candaka,Budha's charioteer,Boy
Candansu,Another name for the Sun,Boy
Candavega,One who moves with the speed of a fire,Boy
Candidasa,A fierce and devoted man,Boy
Candipati,A name of Lord Shiva,Boy
Candrabhana,He who is lustruous like the Moon,Boy
Candraja,He who was born of the Moon,Boy
Candraka,One with a red mark on the forhead,Boy
Candrakin,He who wears the moon in his eyes,Boy
Candranatha,He who is a Moon King,Boy
Candransu,He is like the beam of the moonlight,Boy
Candrata,Sweet like the Moon's nectar,Boy
Candresa,He is the Lord of the Moon,Boy
Candresta,A Moon's beloved one,Boy
Candrin,A Boy of gold,Boy
Canduri,A Boy who is like the Moon,Boy
Canga,A wise person who understands things,Boy
Cangadasa,A wise and devoted man,Boy
Canura,A man of thin thighs,Boy
Capala,One who is swift as a lightning,Boy
Caraka,A wanderer and a religious person,Boy
Cariman,A beauty in the moving,Boy
Caritra,The charachter of a person,Boy
Carubahu,A Boy with beautiful arms,Boy
Carucitra,He is like a beautiful picture,Boy
Carudatta,He who is born of beauty,Boy
Carudeha,A man of beautiful form,Boy
Carudesna,He was a beautiful gift to world,Boy
Carugupta,He is protected by beauty,Boy
Caruhasan,A Boy with a beautiful smile,Boy
Carumoda,He brings a pleasing joy to people,Boy
Carupada,He is a man with a beautiful fleet,Boy
Carusara,A man who is the essence of everything lovely,Boy
Carusirsa,His head is beautiful,Boy
Caruvesa,"A man with a beautiful attire, well-dressed",Boy
Caruvinda,A man who strives for beauty,Boy
Caruyasas,A man who is famous for his charm,Boy
Cataka,He who is a poet,Boy
Catura,"A skillful, clever and charming Boy",Boy
Caturanga,A beautiful horse,Boy
Caturasva,A horse owner,Boy
Caturasya,One who lives in a building of four angles,Boy
Caturbahu,A four armed God,Boy
Caturgati,"A four legged one, also a tortoise",Boy
Caturnana,A Hindi Boy name,Boy
Catuspani,A name for Lord Vishnu,Boy
Caudrayna,AN inspiring prince,Boy
Caunteya,Hinidi Boy name,Boy
Cedija,One who is a saon of Cedi,Boy
Cekitana,Another name of Lord Shiva who is intelligent and majestic,Boy
Cencanna,An attractive and lively man,Boy
Cetaka,"They are thoughtful, creative and easy going",Boy
Cetarka,A divine saint,Boy
Cetas,"The one who has a soul, heart and mind",Boy
Cetrama,State of awareness,Boy
Chaanakya,A bright and respected scholar,Boy
Chaaruchandra,Son of Lord Krishna which is a beautiful moon,Boy
Chaarudatt,The one who is born beautiful,Boy
Chaaruhaas,A beautiful smile,Boy
Chabila,"A splendid, young and charismatic individual",Boy
Chaeralathan,He is a King of Chera,Boy
Chagala,A popular sage; a Goat,Boy
Chaggan,The one who is a master of body and the soul; zodiac of Aries,Boy
Chahel,Cheerful person spreading laughter,Boy
Chaisaran,They are pleasing to the eyes,Boy
Chaitan,Full of consciousness,Boy
Chakardhar,Bearer of Chakra; Lord Vishnu,Boy
Chakor,A bird; Shining Moon,Boy
Chakrabhrit,A bearer; Lord Vishnu,Boy
Chakradev,Lord and beared of Chakra; Lord Vishnu,Boy
